,Unnamed: 0,product_name,review_title,review_body,review_author,review_rating,review_date,review_helpful_votes
463,469,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Battery isn’t great,"The computer is nice, works great for college work which is all I needed if for. Only complaint is that the battery only lasts about 5 hours tops so it needs to constantly be on charge.",Paige Wamer,3.0 out of 5 stars,"Reviewed in the United States on August 31, 2020",
464,470,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Excelente laptop Relacion calidad precio un 10,"Excelente pc para uso diario, buena autonomía de batería, muy buena la calidad de los materiales. La relacion Calidad Precio es sobresaliente. muy satisfecho.",DiegoSD,5.0 out of 5 stars,"Reviewed in the United States on July 28, 2020",
466,472,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Todo ok,"Articulo cumple su funcion basica, buena resolución, hasta el momento nada negativo para indicar.",El Chico DANIELS,5.0 out of 5 stars,"Reviewed in the United States on May 21, 2021",
467,473,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",don't buy ANYTHING from eTechtronics,We bought an ASUS computer from eTechtronics  and started using it about mid September.  about 8 weeks later it stopped working,Matt Caduff,1.0 out of 5 stars,"Reviewed in the United States on December 2, 2020",6 people found this helpful
468,474,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Great Laptop for a student and web surfer,Great for me,toheeb,5.0 out of 5 stars,"Reviewed in the United States on May 30, 2020",
469,475,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34","Great price, nice size, and super light","Was looking for something super affordable that I could remote into work and the web with. This has some of the latest components, 15 inch 1080 screen, solid state disk, and reasonable memory.  CPU isn't crazy fast but does connect to the latest and greatest parts. Power supply is light weight and the whole thing fits easily in a back pack.  Keyboard and trackpad are good size and responsive. Very happy.",Mark M,5.0 out of 5 stars,"Reviewed in the United States on August 22, 2021",
470,476,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",laptop,wish there was  a better processor,Mason,4.0 out of 5 stars,"Reviewed in the United States on September 15, 2020",
471,477,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Waste of money,"Worthless computer for even the basic of tasks, especially for photography. Super laggy and crashes out the box. Trying to do anything with importing, exporting, moving, resizing a simple photo from a Canon camera is out of the question. I don't see how this computer got so many good reviews, maybe I got a lemon. Brand new computer can't even function handling photos. Absolutely ridiculous. Not to mention you 20 different apps floating on the cloud to accomplish one simple task. Today's computers suck.",Luke Irmer,1.0 out of 5 stars,"Reviewed in the United States on October 30, 2022",
472,478,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",This is not good business,This was not the product I paid for I was lured in by the backlight and fingerprint(theirs on the right) and was taken back to see none of the features(the one I received on the left),Allen Brown,2.0 out of 5 stars,"Reviewed in the United States on August 6, 2022",One person found this helpful
473,479,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Good computer,Disappointed that it only supports Microsoft apps. Should have bought another Dell.,Faye J. Hutchins,3.0 out of 5 stars,"Reviewed in the United States on July 9, 2021",
474,480,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",La laptop es mejor de lo que esperaba.,Esta laptop es simplemente maravillosa para el precio que tiene. Tiene buenas especificaciones y la batería dura más de lo esperado.,César Díaz,5.0 out of 5 stars,"Reviewed in the United States on October 11, 2022",
475,481,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Great laptop,"Nothing I didn't like,  this little laptop is perfect!",Kelcie,5.0 out of 5 stars,"Reviewed in the United States on June 8, 2021",
477,483,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Recomendado,"Exactamente igual a lo que se describe , ya la tengo 8 meses y no me ha dado problemas",Juan P.,5.0 out of 5 stars,"Reviewed in the United States on March 1, 2022",
478,484,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",very pleased,i love it and it’s perfect for school and it comes with so many amazing features,andeda reeves,5.0 out of 5 stars,"Reviewed in the United States on April 14, 2021",One person found this helpful
479,485,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Decent Laptop,"Construction feels solid. Lightweight but sturdy and thin profile. Not the world's best screen but manageable unless you're obsessed with HD. The number pad on the right of the keyboard is virtually useless, as it doesn't follow traditional keypad format. The rest of the keyboard is great and a joy to type on. Very responsive, and takes all of five seconds to remove the pre-installed Microsoft S for normal Windows 10.  All and all, well worth the $400. It's not going to set any records but it will handle 90% of population's needs.",Scott Goldsmith,4.0 out of 5 stars,"Reviewed in the United States on June 23, 2020",3 people found this helpful
480,486,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Sensitive Screen,The screen stopped working within a week of delivery.,Willie Jackson,4.0 out of 5 stars,"Reviewed in the United States on September 30, 2021",
481,487,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",excellent laptop,Small and neat and works great,vicky a.,5.0 out of 5 stars,"Reviewed in the United States on August 18, 2021",
482,488,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",The nicotine yellow screen and ghost cursor ruin the experience,"If you do a quick Google search, you will see that recent ASUS laptops, including this model, are known for a nicotine yellow screen, and there is no solution to get rid of it. Without rhyme or reason, the screen of my computer turns a sickening yellow. I have done literally everything recommended on various forums to no avail. Also, from time to time, the touchpad goes wacky, and the cursor moves all around the screen. Overall, the laptop is fine for its price point, I guess, but these two things really bother me, and it's my last ASUS.",mjmottajr,2.0 out of 5 stars,"Reviewed in the United States on April 22, 2021",2 people found this helpful
483,489,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Good,For now excellent,Adrylinda,5.0 out of 5 stars,"Reviewed in the United States on August 27, 2020",
484,490,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Exactly what you would expect from a cheap laptop,I got this laptop as a backup after Apple told me my minor screen issue with my macbook would be $800...,Caitlin Parr,3.0 out of 5 stars,"Reviewed in the United States on August 30, 2020",4 people found this helpful
485,491,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Rápida,"Es una muy buena laptop para el trabajo diario, es rápida, ligera y el teclado retroiluminado le da valor extra.",Vicente Intriago,4.0 out of 5 stars,"Reviewed in the United States on July 25, 2021",
486,492,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",SSD dead after less than 1 year,"SSD died after casual use for less than 1 year. Going to have to buy a new one, replace myself and reinstall Windows. Extremely unfortunate how little life this laptop actually had for the money spent.",zug,1.0 out of 5 stars,"Reviewed in the United States on June 1, 2021",
487,493,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Awesome laptop for my kids online schooling.,Very satisfied.,Triny Rose Cruz,5.0 out of 5 stars,"Reviewed in the United States on September 25, 2020",
488,494,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",A good BASIC laptop. Nothing special.,"Overall a basic functioning laptop for online surfing and other simple tasks. Don't expect anything incredible from this laptop. The screen is the most annoying part, you have to be looking at it from a pretty narrow margin in order to get a clear look. if you are looking at the screen from above, or below or anything outside of that margin the colors are distorted and its not clear. I also own a 600$ Lenovo laptop and no matter the angle or how far I am from it the picture is crystal clear and never distorted. The audio is fine and the overall speed is fine. If you're on a budget this is a wonderful laptop. As much as the screen is my main gripe with this laptop, when you are in the correct angle the screen is fine and looks good. Overall good but nothing special, as expected for a 400$ laptop.",Carter,3.0 out of 5 stars,"Reviewed in the United States on August 9, 2020",
489,495,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",if only,There is much to like about this computer but what I don't like is that it broke 35 day in and I never was offered an extended warranty when I purchased it.  I bought it because my other new laptop broke (different brand and my fault).  So I'm very disappointed.,Dixie Gypsy,3.0 out of 5 stars,"Reviewed in the United States on September 27, 2020",
490,496,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Great computer!,I love Asus computers! This computer rocks!  It's fast and the set up was easy...the computer does all the work!,Loves2shop,5.0 out of 5 stars,"Reviewed in the United States on March 6, 2021",
491,497,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Excellent Product,Wonderful,RAHL,5.0 out of 5 stars,"Reviewed in the United States on September 22, 2021",
492,498,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Excelente,"Lo compré para mi hijo, llegó muy rápido antes de tiempo. Para el colegio está perfecto",Ximena,5.0 out of 5 stars,"Reviewed in the United States on May 25, 2021",
493,499,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Meets my needs,Love it; especially the back-lit keyboard. was recommended by a guy who works for a computer store. great product for the price.  Screw Microsoft Office; use GOOGLE,Raphael ,5.0 out of 5 stars,"Reviewed in the United States on January 2, 2021",
494,500,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Overall a great computer for the price for sure,Great for producing my music on the go or at home but need to add storage not too long after getin it,Kyzer,5.0 out of 5 stars,"Reviewed in the United States on March 18, 2021",
495,501,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34","Terrible Terrible screen,  ruining this unit. Worse than expected!","Terrible terrible screen . Worse than expected, color coverage across the entire screen is not even even when looking straight at this thing! God forbid you move your head more than 1/8"" when viewing a picture or video and you just got another set of colors.",Sam,1.0 out of 5 stars,"Reviewed in the United States on December 25, 2020",
496,502,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34","Great value, clean sturdy case, fits most residential applications","These are pretty good little computers, you won’t find anything with that type of hardware for the price, definitely worth the money",Dustin,5.0 out of 5 stars,"Reviewed in the United States on September 4, 2020",
497,503,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Wrong device sent and camera doesn’t work.,I was sent the wrong device and when trying to conduct a google meets meeting I discovered the camera doesn’t work. This device was advertised and shown as having a finger print feature and it doesn’t. Disappointed.,David Montgomery,2.0 out of 5 stars,"Reviewed in the United States on July 19, 2022",One person found this helpful
498,504,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34","I pay for 15.6 inches screen and got 13 inches,  most operation are not effective","This seller is fake in what he described about his product,  I refuse to return it because I don't have time for the process.  But I will never buy such items like this again",Julius W. Walker,1.0 out of 5 stars,"Reviewed in the United States on April 20, 2021",One person found this helpful
499,505,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Overall excellent product:,"The SSD is pretty small, but can be overcome with a SD Card or portable HDD.",Raúl Rivera,5.0 out of 5 stars,"Reviewed in the United States on August 5, 2020",
500,506,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",PREFORMS WELL,SMALL BUISNESS & HOME USE,Kenneth T.,4.0 out of 5 stars,"Reviewed in the United States on December 9, 2020",
501,507,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Relación precio-calidad,Excelente para trabajos hogareños con requerimientos de memoria estándar. Muy conforme con la compra,Lisandro S.,4.0 out of 5 stars,"Reviewed in the United States on July 21, 2020",One person found this helpful
502,508,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Good laptop for on the go trading and or work.,"I bought this product so I can use it as a trading laptop. This is perfect for on the go work. Easy setup, very fast and responsive.",Robert Clark,5.0 out of 5 stars,"Reviewed in the United States on April 6, 2021",
503,509,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Screen started getting sketchy on day 4,"Worked great the first few days, but I was planning on already sending it back -- idk, just didn't really like it for some reason.  Couldn't be more specific than aesthetic and the feel of the keyboard.  However, today, the screen is starting to lose resolution, and gets all shaky and blurry.  DEFINITELY sending back now.",S. Uihlein,1.0 out of 5 stars,"Reviewed in the United States on July 14, 2020",2 people found this helpful
504,510,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",pretty good,Pretty good product. One time the screen kind of went crazy but that hasn’t happened in a few months. Overall so far so good,Rach Luv,5.0 out of 5 stars,"Reviewed in the United States on March 5, 2021",
505,511,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Good PC but annoying pop up from McAfee,so far I like this laptop except for McAfee's pop up that keeps coming up even though I didn't order their software. Very annoying and so far I haven't been able to delete it.,Amazon Customer,4.0 out of 5 stars,"Reviewed in the United States on May 18, 2021",
506,512,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Sound volume is horrible,"You can't hear anything with the built in Realtek speakers, volume at 100% is like 30% on my other computers.  I had to buy a separate speaker just to hear anything.  Would NOT buy again.",Don,3.0 out of 5 stars,"Reviewed in the United States on April 21, 2021",One person found this helpful
507,513,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34","Poor sound, but otherwise a good purchase","Poor sound quality and it isn’t very loud even at 100, so if you are an avid music listener, I would NOT purchase this. Otherwise, the screen resolution is great and it seems to be fast overall! Set up is extremely easy, as Cortana walks you through it, took about 5 minutes.",Carly Paulson,4.0 out of 5 stars,"Reviewed in the United States on March 23, 2021",One person found this helpful
508,514,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Not a fan...,You get what you pay for. I would rather pay more just for a better screen.,Winnie Chen,3.0 out of 5 stars,"Reviewed in the United States on July 12, 2020",
509,515,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Very fast for an inexpensive unit,Extremely fast but not enough memory.,GaryR6061,5.0 out of 5 stars,"Reviewed in the United States on August 23, 2021",
510,516,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",The core processor,"The i3 processor is pretty slow for a laptop around this price range, quite sluggish.",Bucumi Donaciano,4.0 out of 5 stars,"Reviewed in the United States on July 15, 2020",
511,517,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Para trabajo,Me agradó el teclado retroiluminado.,Amazon Customer,5.0 out of 5 stars,"Reviewed in the United States on October 8, 2020",
512,518,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",The sound is very poor :( I can hardly hear music,cant use laptop without earphones cause the sound is very poor,elene meburishvili,3.0 out of 5 stars,"Reviewed in the United States on August 5, 2021",
513,519,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Satisfied,"Rey nice laptop, easy to set up and use",JACKIE MASSUNG,4.0 out of 5 stars,"Reviewed in the United States on September 15, 2020",
514,520,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Love this laptop,I've this laptop clear screen easy to use,linda,5.0 out of 5 stars,"Reviewed in the United States on April 29, 2021",
515,521,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Muy funcional.,Me encanta...,Jennieffer,5.0 out of 5 stars,"Reviewed in the United States on September 26, 2020",
516,522,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Sound hardly works,"This computer is good if you need simple functioning for work, but the sound quality is poor. No matter what I try it barely gets loud enough to hear well, so I can't eat chips while watching Netflix. I have to pair it with a bluetooth speaker to get good sound quality.",Amazon Customer,2.0 out of 5 stars,"Reviewed in the United States on October 23, 2020",
517,523,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Cumplió con las expectativas,Me gustó mucho el portatil,Samuel Carty,5.0 out of 5 stars,"Reviewed in the United States on October 12, 2021",
518,524,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Great PC,"This baby is working like a charm. Dependable, quick, and I have no complaints.",George..huge fan,5.0 out of 5 stars,"Reviewed in the United States on November 21, 2020",
519,525,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Happy Hubby,This laptop does about everything my husband needed for his work.,Becky,5.0 out of 5 stars,"Reviewed in the United States on March 8, 2021",
520,526,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",bad quality screen.,bad quality display.,Otar,2.0 out of 5 stars,"Reviewed in the United States on December 23, 2020",
521,527,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Solid build,The fingerprint sensor works phenomenally,Rinse in the Corolla,4.0 out of 5 stars,"Reviewed in the United States on August 10, 2021",2 people found this helpful
522,528,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Excelente producto,Me gusto el tamaño es preciso lo que necesitaba y la velocidad con la que maneja todo es perfecta.,ANDREA ROJAS,5.0 out of 5 stars,"Reviewed in the United States on April 25, 2021",
523,529,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Excelente producto.,"Excelente producto, teclado iluminado y muy agradable al tipear, muy rapida en las descargas",Doris,5.0 out of 5 stars,"Reviewed in the United States on June 13, 2021",
524,530,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",good laptop,great laptop,rosa,5.0 out of 5 stars,"Reviewed in the United States on March 16, 2022",
525,531,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Cumplido lo prometido,"Todo funciona súper bien, tal cual se ofrece",angeloSR12,5.0 out of 5 stars,"Reviewed in the United States on August 5, 2021",
526,532,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",Affordable,Optimal performance and evenly priced.,Riyad J.,4.0 out of 5 stars,"Reviewed in the United States on November 17, 2020",
527,533,"ASUS VivoBook 15 Thin and Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit Keyboard, Fingerprint, Windows 10 Home in S Mode, Slate Gray, F512JA-AS34",let me be honest,"Ok so i think this laptop is really good,excellent picture,great design,very lightweight,the light up keyboard is really nice(i just gotta learn if it can change colors or not though),it boots up really fast,the fingerprint scanner works like it's intended and it's a great addition,my only gripe with this laptop is the fact it comes with an annoying color that makes the screen a little yellow-ish due to some program,so while in a white screen like this one it's coloration makes it look beige-ish,which is annoying,i gotta learn on how to delete it so it can go back to actual white screen and not beige-ish,the volume on it though is lacking and it pretty much requires you to either get an external speaker or to download a volume booster app which sucks cause there's no free ones just 7 days trials one which sucks,,oh and also the small ssd hard drive which is 128gb is disappointing but i do have an external hard drive that this laptop supports just fine so it isn't too big a deal,idk i like it so far the packaging was very nice and it was delivered on time as expected,it's a really great laptop,now i haven't tested out every feature yet but i will soon,if there's any change in my opinion i'll redo this review,for now i think it's worth the price,i hope this review helps,peace!",adalberto falu,5.0 out of 5 stars,"Reviewed in the United States on June 2, 2021",2 people found this helpful
